"","Keys","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"215","568744","k__Bacteria","p__[Thermi]","c__Deinococci","o__Deinococcales","f__Deinococcaceae","g__Deinobacterium","s__"
"216","828178","k__Bacteria","p__[Thermi]","c__Deinococci","o__Deinococcales","f__Deinococcaceae","g__Deinococcus","s__"
"217","538686","k__Bacteria","p__[Thermi]","c__Deinococci","o__Deinococcales","f__Deinococcaceae","g__R18-435","s__"
"218","243177","k__Bacteria","p__[Thermi]","c__Deinococci","o__Deinococcales","f__Trueperaceae","g__","s__"
"219","882885","k__Bacteria","p__[Thermi]","c__Deinococci","o__Deinococcales","f__Trueperaceae","g__B-42","s__"
"220","2899003","k__Bacteria","p__[Thermi]","c__Deinococci","o__Deinococcales","f__Trueperaceae","g__GBI-58","s__"
"221","3594433","k__Bacteria","p__[Thermi]","c__Deinococci","o__Deinococcales","f__Trueperaceae","g__Truepera","s__"
"222","4414375","k__Bacteria","p__[Thermi]","c__Deinococci","o__Thermales","f__Thermaceae","g__","s__"
"223","3191082","k__Bacteria","p__[Thermi]","c__Deinococci","o__Thermales","f__Thermaceae","g__Marinithermus","s__hydrothermalis"
"224","105476","k__Bacteria","p__[Thermi]","c__Deinococci","o__Thermales","f__Thermaceae","g__Meiothermus","s__"
"225","3288960","k__Bacteria","p__[Thermi]","c__Deinococci","o__Thermales","f__Thermaceae","g__Oceanithermus","s__"
"226","1113226","k__Bacteria","p__[Thermi]","c__Deinococci","o__Thermales","f__Thermaceae","g__Thermus","s__"
"227","571567","k__Bacteria","p__[Thermi]","c__Deinococci","o__Thermales","f__Thermaceae","g__Vulcanithermus","s__"
"228","254942","k__Bacteria","p__AC1","c__","o__","f__","g__","s__"
"229","4350988","k__Bacteria","p__AC1","c__B04R032","o__","f__","g__","s__"
"230","1134274","k__Bacteria","p__AC1","c__HDBW-WB69","o__","f__","g__","s__"
"231","2334655","k__Bacteria","p__AC1","c__SHA-114","o__","f__","g__","s__"
"232","578115","k__Bacteria","p__AC1","c__TA06","o__","f__","g__","s__"
"233","321065","k__Bacteria","p__Acidobacteria","c__","o__","f__","g__","s__"
"234","702073","k__Bacteria","p__Acidobacteria","c__[Chloracidobacteria]","o__","f__","g__","s__"
"235","2463674","k__Bacteria","p__Acidobacteria","c__[Chloracidobacteria]","o__[Chloracidobacterales]","f__[Chloracidobacteraceae]","g__","s__"
"236","684274","k__Bacteria","p__Acidobacteria","c__[Chloracidobacteria]","o__[Chloracidobacterales]","f__[Chloracidobacteraceae]","g__Candidatus Chloracidobacterium","s__"
"237","206841","k__Bacteria","p__Acidobacteria","c__[Chloracidobacteria]","o__11-24","f__","g__","s__"
"238","249598","k__Bacteria","p__Acidobacteria","c__[Chloracidobacteria]","o__DS-100","f__","g__","s__"
"239","672721","k__Bacteria","p__Acidobacteria","c__[Chloracidobacteria]","o__Ellin7246","f__","g__","s__"
"240","572134","k__Bacteria","p__Acidobacteria","c__[Chloracidobacteria]","o__PK29","f__","g__","s__"
"241","152150","k__Bacteria","p__Acidobacteria","c__[Chloracidobacteria]","o__RB41","f__","g__","s__"
"242","235699","k__Bacteria","p__Acidobacteria","c__[Chloracidobacteria]","o__RB41","f__Ellin6075","g__","s__"
"243","347057","k__Bacteria","p__Acidobacteria","c__Acidobacteria-5","o__","f__","g__","s__"
"244","85142","k__Bacteria","p__Acidobacteria","c__Acidobacteria-6","o__","f__","g__","s__"
"245","586725","k__Bacteria","p__Acidobacteria","c__Acidobacteria-6","o__BPC015","f__","g__","s__"
"246","4466942","k__Bacteria","p__Acidobacteria","c__Acidobacteria-6","o__CCU21","f__","g__","s__"
"247","359837","k__Bacteria","p__Acidobacteria","c__Acidobacteria-6","o__iii1-15","f__","g__","s__"
"248","362178","k__Bacteria","p__Acidobacteria","c__Acidobacteria-6","o__iii1-15","f__mb2424","g__","s__"
"249","534744","k__Bacteria","p__Acidobacteria","c__Acidobacteria-6","o__iii1-15","f__RB40","g__","s__"
"250","235655","k__Bacteria","p__Acidobacteria","c__Acidobacteriia","o__Acidobacteriales","f__","g__","s__"
"251","151716","k__Bacteria","p__Acidobacteria","c__Acidobacteriia","o__Acidobacteriales","f__Acidobacteriaceae","g__","s__"
"252","1028576","k__Bacteria","p__Acidobacteria","c__Acidobacteriia","o__Acidobacteriales","f__Acidobacteriaceae","g__Acidicapsa","s__ligni"
"253","161409","k__Bacteria","p__Acidobacteria","c__Acidobacteriia","o__Acidobacteriales","f__Acidobacteriaceae","g__Acidobacteriaceae","s__WJ7"
"254","1105327","k__Bacteria","p__Acidobacteria","c__Acidobacteriia","o__Acidobacteriales","f__Acidobacteriaceae","g__Acidobacterium","s__"
"255","630172","k__Bacteria","p__Acidobacteria","c__Acidobacteriia","o__Acidobacteriales","f__Acidobacteriaceae","g__Acidopila","s__rosea"
"256","842453","k__Bacteria","p__Acidobacteria","c__Acidobacteriia","o__Acidobacteriales","f__Acidobacteriaceae","g__Bryocella","s__elongata"
"257","742260","k__Bacteria","p__Acidobacteria","c__Acidobacteriia","o__Acidobacteriales","f__Acidobacteriaceae","g__Edaphobacter","s__modestum"
"258","4472012","k__Bacteria","p__Acidobacteria","c__Acidobacteriia","o__Acidobacteriales","f__Acidobacteriaceae","g__Granulicella","s__sapmiensis"
"259","255143","k__Bacteria","p__Acidobacteria","c__Acidobacteriia","o__Acidobacteriales","f__Acidobacteriaceae","g__Telmatobacter","s__bradus"
"260","4321205","k__Bacteria","p__Acidobacteria","c__Acidobacteriia","o__Acidobacteriales","f__Acidobacteriaceae","g__Terriglobus","s__"
"261","817185","k__Bacteria","p__Acidobacteria","c__Acidobacteriia","o__Acidobacteriales","f__Koribacteraceae","g__","s__"
"262","222403","k__Bacteria","p__Acidobacteria","c__Acidobacteriia","o__Acidobacteriales","f__Koribacteraceae","g__Candidatus Koribacter","s__"
"263","262940","k__Bacteria","p__Acidobacteria","c__AT-s2-57","o__","f__","g__","s__"
"264","813043","k__Bacteria","p__Acidobacteria","c__AT-s54","o__","f__","g__","s__"
"265","825011","k__Bacteria","p__Acidobacteria","c__BPC102","o__","f__","g__","s__"
"266","742718","k__Bacteria","p__Acidobacteria","c__BPC102","o__B110","f__","g__","s__"
"267","3277549","k__Bacteria","p__Acidobacteria","c__BPC102","o__MVS-40","f__","g__","s__"
"268","648885","k__Bacteria","p__Acidobacteria","c__DA052","o__E29","f__","g__","s__"
"269","3549240","k__Bacteria","p__Acidobacteria","c__DA052","o__Ellin6513","f__","g__","s__"
"270","769256","k__Bacteria","p__Acidobacteria","c__DA052","o__HDB_SIOH1004","f__","g__","s__"
"271","803627","k__Bacteria","p__Acidobacteria","c__EC1113","o__","f__","g__","s__"
"272","752872","k__Bacteria","p__Acidobacteria","c__GAL08","o__","f__","g__","s__"
"273","1067936","k__Bacteria","p__Acidobacteria","c__Holophagae","o__Holophagales","f__","g__","s__"
"274","1001333","k__Bacteria","p__Acidobacteria","c__Holophagae","o__Holophagales","f__Holophagaceae","g__","s__"
"275","252532","k__Bacteria","p__Acidobacteria","c__Holophagae","o__Holophagales","f__Holophagaceae","g__Geothrix","s__"
"276","2834269","k__Bacteria","p__Acidobacteria","c__Holophagae","o__Holophagales","f__Holophagaceae","g__Holophaga","s__foetida"
"277","4425929","k__Bacteria","p__Acidobacteria","c__iii1-8","o__","f__","g__","s__"
"278","1111391","k__Bacteria","p__Acidobacteria","c__iii1-8","o__32-20","f__","g__","s__"
"279","1121391","k__Bacteria","p__Acidobacteria","c__iii1-8","o__DS-18","f__","g__","s__"
"280","158462","k__Bacteria","p__Acidobacteria","c__iii1-8","o__SJA-36","f__","g__","s__"
"281","1113183","k__Bacteria","p__Acidobacteria","c__OS-K","o__","f__","g__","s__"
"282","1863621","k__Bacteria","p__Acidobacteria","c__PAUC37f","o__","f__","g__","s__"
"283","316232","k__Bacteria","p__Acidobacteria","c__RB25","o__","f__","g__","s__"
"284","4474227","k__Bacteria","p__Acidobacteria","c__S035","o__","f__","g__","s__"
"285","242114","k__Bacteria","p__Acidobacteria","c__Solibacteres","o__JH-WHS99","f__","g__","s__"
"286","4319926","k__Bacteria","p__Acidobacteria","c__Solibacteres","o__Solibacterales","f__","g__","s__"
"287","705961","k__Bacteria","p__Acidobacteria","c__Solibacteres","o__Solibacterales","f__[Bryobacteraceae]","g__","s__"
"288","245209","k__Bacteria","p__Acidobacteria","c__Solibacteres","o__Solibacterales","f__[Bryobacteraceae]","g__Bryobacter","s__"
"289","153964","k__Bacteria","p__Acidobacteria","c__Solibacteres","o__Solibacterales","f__AKIW659","g__","s__"
"290","155976","k__Bacteria","p__Acidobacteria","c__Solibacteres","o__Solibacterales","f__MVS-65","g__","s__"
"291","1133875","k__Bacteria","p__Acidobacteria","c__Solibacteres","o__Solibacterales","f__OPB3","g__","s__"
"292","614253","k__Bacteria","p__Acidobacteria","c__Solibacteres","o__Solibacterales","f__PAUC26f","g__","s__"
"293","279529","k__Bacteria","p__Acidobacteria","c__Solibacteres","o__Solibacterales","f__PK34","g__","s__"
"294","1147086","k__Bacteria","p__Acidobacteria","c__Solibacteres","o__Solibacterales","f__Solibacteraceae","g__","s__"
"295","660122","k__Bacteria","p__Acidobacteria","c__Solibacteres","o__Solibacterales","f__Solibacteraceae","g__Candidatus Solibacter","s__"
"296","4434889","k__Bacteria","p__Acidobacteria","c__Sva0725","o__Sva0725","f__","g__","s__"
"297","811744","k__Bacteria","p__Acidobacteria","c__TM1","o__","f__","g__","s__"
"298","259363","k__Bacteria","p__Actinobacteria","c__","o__","f__","g__","s__"
"299","270614","k__Bacteria","p__Actinobacteria","c__Acidimicrobiia","o__Acidimicrobiales","f__","g__","s__"
"300","617066","k__Bacteria","p__Actinobacteria","c__Acidimicrobiia","o__Acidimicrobiales","f__Acidimicrobiaceae","g__","s__"
"301","140552","k__Bacteria","p__Actinobacteria","c__Acidimicrobiia","o__Acidimicrobiales","f__Acidimicrobiaceae","g__Acidimicrobium","s__"
"302","253177","k__Bacteria","p__Actinobacteria","c__Acidimicrobiia","o__Acidimicrobiales","f__Acidimicrobiaceae","g__Ferrimicrobium","s__"
"303","535040","k__Bacteria","p__Actinobacteria","c__Acidimicrobiia","o__Acidimicrobiales","f__AKIW874","g__","s__"
"304","244388","k__Bacteria","p__Actinobacteria","c__Acidimicrobiia","o__Acidimicrobiales","f__C111","g__","s__"
"305","1130769","k__Bacteria","p__Actinobacteria","c__Acidimicrobiia","o__Acidimicrobiales","f__C111","g__Ilumatobacter","s__fluminis"
"306","279158","k__Bacteria","p__Actinobacteria","c__Acidimicrobiia","o__Acidimicrobiales","f__EB1017","g__","s__"
"307","4439229","k__Bacteria","p__Actinobacteria","c__Acidimicrobiia","o__Acidimicrobiales","f__Iamiaceae","g__","s__"
"308","560060","k__Bacteria","p__Actinobacteria","c__Acidimicrobiia","o__Acidimicrobiales","f__Iamiaceae","g__Iamia","s__"
"309","576054","k__Bacteria","p__Actinobacteria","c__Acidimicrobiia","o__Acidimicrobiales","f__JdFBGBact","g__","s__"
"310","523549","k__Bacteria","p__Actinobacteria","c__Acidimicrobiia","o__Acidimicrobiales","f__koll13","g__","s__"
"311","4348329","k__Bacteria","p__Actinobacteria","c__Acidimicrobiia","o__Acidimicrobiales","f__koll13","g__mixed","s__culture isolate koll13"
"312","769227","k__Bacteria","p__Actinobacteria","c__Acidimicrobiia","o__Acidimicrobiales","f__Microthrixaceae","g__","s__"
"313","138551","k__Bacteria","p__Actinobacteria","c__Acidimicrobiia","o__Acidimicrobiales","f__Microthrixaceae","g__Candidatus Microthrix","s__parvicella"
"314","4310731","k__Bacteria","p__Actinobacteria","c__Acidimicrobiia","o__Acidimicrobiales","f__ntu14","g__","s__"
"315","4470278","k__Bacteria","p__Actinobacteria","c__Acidimicrobiia","o__Acidimicrobiales","f__OCS155","g__","s__"
"316","554148","k__Bacteria","p__Actinobacteria","c__Acidimicrobiia","o__Acidimicrobiales","f__SC3-41","g__","s__"
"317","161055","k__Bacteria","p__Actinobacteria","c__Acidimicrobiia","o__Acidimicrobiales","f__TK06","g__","s__"
"318","732702","k__Bacteria","p__Actinobacteria","c__Acidimicrobiia","o__Acidimicrobiales","f__wb1_P06","g__","s__"
"319","577150","k__Bacteria","p__Actinobacteria","c__Acidimicrobiia","o__Acidimicrobiales","f__ZA3409c","g__","s__"
"320","233703","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__","f__","g__","s__"
"321","108724","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","f__","g__","s__"
"322","338048","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","f__ACK-M1","g__","s__"
"323","258054","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","f__ACK-M1","g__Planktophila","s__limnetica"
"324","4464455","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","f__Actinomycetaceae","g__","s__"
"325","994257","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","f__Actinomycetaceae","g__Actinobaculum","s__"
"326","960338","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","f__Actinomycetaceae","g__Actinomyces","s__"
"327","4450012","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","f__Actinomycetaceae","g__Arcanobacterium","s__"
"328","12542","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","f__Actinomycetaceae","g__Bogoriella","s__caseolytica"
"329","4467661","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","f__Actinomycetaceae","g__Candidatus Ancillula","s__"
"330","258140","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","f__Actinomycetaceae","g__Mobiluncus","s__"
"331","109194","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","f__Actinomycetaceae","g__N09","s__"
"332","3601639","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","f__Actinomycetaceae","g__Trueperella","s__"
"333","109997","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","f__Actinomycetaceae","g__Varibaculum","s__"
"334","659413","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","f__Actinopolysporaceae","g__","s__"
"335","41449","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","f__Actinopolysporaceae","g__Actinopolyspora","s__"
"336","129738","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","f__Actinospicaceae","g__","s__"
"337","1128167","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","f__Actinospicaceae","g__Actinospica","s__robiniae"
"338","152126","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","f__Actinosynnemataceae","g__","s__"
"339","535545","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","f__Actinosynnemataceae","g__Actinoalloteichus","s__"
"340","1136392","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","f__Actinosynnemataceae","g__Actinokineospora","s__diospyrosa"
"341","3338135","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","f__Actinosynnemataceae","g__Actinosynnema","s__mirum"
"342","271782","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","f__Actinosynnemataceae","g__Alloactinosynnema","s__alba"
"343","539230","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","f__Actinosynnemataceae","g__Amycolatopsis","s__fastidiosa"
"344","4303968","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","f__Actinosynnemataceae","g__Kibdelosporangium","s__"
"345","4316726","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","f__Actinosynnemataceae","g__Kutzneria","s__"
"346","272058","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","f__Actinosynnemataceae","g__Lechevalieria","s__aerocolonigenes"
"347","12966","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","f__Actinosynnemataceae","g__Lentzea","s__albidocapillata"
"348","743788","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","f__Actinosynnemataceae","g__Saccharothrix","s__"
"349","12980","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","f__Actinosynnemataceae","g__Saccharothrixopsis","s__albidus"
"350","4316452","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","f__Actinosynnemataceae","g__Streptomyces","s__hygroscopicus"
"351","708412","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","f__Actinosynnemataceae","g__Umezawaea","s__tangerina"
"352","1792753","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","f__Beutenbergiaceae","g__","s__"
"353","2500552","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","f__Beutenbergiaceae","g__Beutenbergia","s__cavernae"
"354","568991","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","f__Beutenbergiaceae","g__Salana","s__multivorans"
"355","1129081","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","f__Beutenbergiaceae","g__Serinibacter","s__salmoneus"
"356","195654","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","f__Bogoriellaceae","g__Georgenia","s__"
"357","4421706","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","f__Brevibacteriaceae","g__","s__"
"358","4410353","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","f__Brevibacteriaceae","g__Brevibacterium","s__"
"359","4484371","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","f__Cellulomonadaceae","g__","s__"
"360","4403357","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","f__Cellulomonadaceae","g__Actinotalea","s__"
"361","4454849","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","f__Cellulomonadaceae","g__Cellulomonas","s__"
"362","553909","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","f__Cellulomonadaceae","g__Demequina","s__"
"363","404200","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","f__Cellulomonadaceae","g__Oerskovia","s__"
"364","4350882","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","f__Cellulomonadaceae","g__Paraoerskovia","s__marina"
"365","4350881","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","f__Cellulomonadaceae","g__Sediminihabitans","s__luteus"
"366","222213","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","f__Corynebacteriaceae","g__Corynebacterium","s__"
"367","248323","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","f__Cryptosporangiaceae","g__","s__"
"368","243741","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","f__Cryptosporangiaceae","g__Cryptosporangium","s__"
"369","607484","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","f__Dermabacteraceae","g__","s__"
"370","416888","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","f__Dermabacteraceae","g__Brachybacterium","s__"
"371","12533","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","f__Dermabacteraceae","g__Dermabacter","s__"
"372","1126230","k__Bacteria","p__Actinobacteria","c__Actinobacteria","o__Actinomycetales","f__Dermabacteraceae","g__Devriesea","s__agamarum"
